video_id,product_id,platform,title,video_url,publish_date,duration_seconds,views,likes,comments,shares,creator_followers,content_format,hook_type,demo_present,comparison_present,cta_present,main_feature,description,transcript,hashtags,creator_name,language
V000676,P0136,TikTok,Synthetic Product Video 136-1,https://example.com/videos/v000676,2026-11-07,146,249374,110082,8800,6146,46624,listicle,result_first,True,,True,design,Top 5 tips and best tools for this category.,Today I'm showing how it works. Use code TEST for a small discount.,comparison | tools | discount,Creator 11,en
V000677,P0136,Instagram,Synthetic Product Video 136-2,https://example.com/videos/v000677,2026-11-08,227,124996,,,,385481,tutorial,general_introduction,,False,True,automation,Top 5 tips and best tools for this category.,I got better results after using the template and export options.,comparison | tools | discount,Creator 11,en
V000678,P0136,Facebook,Synthetic Product Video 136-3,https://example.com/videos/v000678,2026-11-09,148,506653,485906,11349,39349,,review,surprising_fact,,False,,speed,Top 5 tips and best tools for this category.,I got better results after using the template and export options.,#career #automation #template,Creator 11,en
V000679,P0136,TikTok,Synthetic Product Video 136-4,https://example.com/videos/v000679,2026-11-10,219,286410,25215,3756,9442,179236,tutorial,problem_solution,,True,True,portability,Honest review with pros and cons plus a link in bio.,Today I'm showing how it works. Use code TEST for a small discount.,"tutorial, setup, tips",Creator 11,en
V000680,P0136,YouTube,Synthetic Product Video 136-5,https://example.com/videos/v000680,2026-11-11,204,653112,450974,2268,48221,254037,comparison,result_first,,False,,portability,Honest review with pros and cons plus a link in bio.,I got better results after using the template and export options.,#career #automation #template,Creator 11,unknown
V000681,P0137,Other,Synthetic Product Video 137-1,https://example.com/videos/v000681,2026-11-12,198,352197,266161,14637,6347,241719,lifestyle,surprising_fact,True,True,False,automation,Top 5 tips and best tools for this category.,I got better results after using the template and export options.,"tutorial, setup, tips",Creator 12,unknown
V000682,P0137,Facebook,Synthetic Product Video 137-2,https://example.com/videos/v000682,2026-11-13,119,413099,,,,422278,lifestyle,general_introduction,True,False,False,speed,Honest review with pros and cons plus a link in bio.,This comparison explains the alternative and when it is worth it.,#demo #review #affiliate,Creator 12,en
V000683,P0137,Other,Synthetic Product Video 137-3,https://example.com/videos/v000683,2026-11-14,19,539761,418670,2952,45604,,demo,surprising_fact,,False,True,automation,Top 5 tips and best tools for this category.,This comparison explains the alternative and when it is worth it.,"tutorial, setup, tips",Creator 12,en
V000684,P0137,Other,Synthetic Product Video 137-4,https://example.com/videos/v000684,2026-11-15,9,652924,625868,7591,56471,81052,listicle,general_introduction,,False,False,design,Honest review with pros and cons plus a link in bio.,I got better results after using the template and export options.,#demo #review #affiliate,Creator 12,unknown
V000685,P0137,Instagram,Synthetic Product Video 137-5,https://example.com/videos/v000685,2026-11-16,240,570789,335106,15405,42240,59489,comparison,general_introduction,True,True,True,durability,Top 5 tips and best tools for this category.,Today I'm showing how it works. Use code TEST for a small discount.,#career #automation #template,Creator 12,en
V000686,P0138,Other,Synthetic Product Video 138-1,https://example.com/videos/v000686,2026-11-17,190,176816,81497,1963,5888,330121,demo,question,,True,,speed,Honest review with pros and cons plus a link in bio.,Today I'm showing how it works. Use code TEST for a small discount.,comparison | tools | discount,Creator 13,unknown
V000687,P0138,Facebook,Synthetic Product Video 138-2,https://example.com/videos/v000687,2026-11-18,178,378930,,,,185635,unboxing,discount_offer,,,,durability,Top 5 tips and best tools for this category.,I got better results after using the template and export options.,"tutorial, setup, tips",Creator 13,unknown
V000688,P0138,TikTok,Synthetic Product Video 138-3,https://example.com/videos/v000688,2026-11-19,143,445753,318038,14225,6523,,comparison,problem_solution,False,False,False,speed,Top 5 tips and best tools for this category.,Struggling with setup? Here is how to fix it in a simple walkthrough.,#demo #review #affiliate,Creator 13,en
V000689,P0138,Facebook,Synthetic Product Video 138-4,https://example.com/videos/v000689,2026-11-20,36,812086,1240,36733,38987,390498,demo,discount_offer,,True,,design,Step by step tutorial showing the setup and main benefits.,Today I'm showing how it works. Use code TEST for a small discount.,comparison | tools | discount,Creator 13,en
V000690,P0138,Instagram,Synthetic Product Video 138-5,https://example.com/videos/v000690,2026-11-21,81,577903,229422,20423,39746,292359,lifestyle,surprising_fact,False,,,portability,Top 5 tips and best tools for this category.,Today I'm showing how it works. Use code TEST for a small discount.,"tutorial, setup, tips",Creator 13,en
V000691,P0139,TikTok,Synthetic Product Video 139-1,https://example.com/videos/v000691,2026-11-22,100,727854,644568,895,1418,230437,testimonial,discount_offer,False,True,,price,Step by step tutorial showing the setup and main benefits.,I got better results after using the template and export options.,"tutorial, setup, tips",Creator 14,en
V000692,P0139,YouTube,Synthetic Product Video 139-2,https://example.com/videos/v000692,2026-11-23,159,331613,,,,230330,review,problem_solution,False,True,False,customer support,Top 5 tips and best tools for this category.,Today I'm showing how it works. Use code TEST for a small discount.,#demo #review #affiliate,Creator 14,en
V000693,P0139,Instagram,Synthetic Product Video 139-3,https://example.com/videos/v000693,2026-11-24,127,848427,711144,9554,35704,,lifestyle,general_introduction,True,,True,customer support,Top 5 tips and best tools for this category.,This comparison explains the alternative and when it is worth it.,#career #automation #template,Creator 14,en
V000694,P0139,TikTok,Synthetic Product Video 139-4,https://example.com/videos/v000694,2026-11-25,73,788384,453257,14237,16483,242538,testimonial,result_first,,,False,customer support,Quick demo and real example with a current price reminder.,Today I'm showing how it works. Use code TEST for a small discount.,#demo #review #affiliate,Creator 14,en
V000695,P0139,YouTube,Synthetic Product Video 139-5,https://example.com/videos/v000695,2026-11-26,14,559458,379327,26559,14159,152282,review,result_first,False,True,True,price,Top 5 tips and best tools for this category.,This comparison explains the alternative and when it is worth it.,#career #automation #template,Creator 14,en
V000696,P0140,Facebook,Synthetic Product Video 140-1,https://example.com/videos/v000696,2026-11-27,160,686153,166518,2605,24665,458371,comparison,surprising_fact,False,True,False,customer support,Honest review with pros and cons plus a link in bio.,I got better results after using the template and export options.,#career #automation #template,Creator 15,en
V000697,P0140,Facebook,Synthetic Product Video 140-2,https://example.com/videos/v000697,2026-11-28,46,602869,,,,24072,listicle,result_first,True,False,True,durability,Quick demo and real example with a current price reminder.,Today I'm showing how it works. Use code TEST for a small discount.,"tutorial, setup, tips",Creator 15,en
V000698,P0140,Other,Synthetic Product Video 140-3,https://example.com/videos/v000698,2026-11-29,107,365726,113771,7137,31810,,comparison,surprising_fact,False,True,False,ease of use,Honest review with pros and cons plus a link in bio.,Struggling with setup? Here is how to fix it in a simple walkthrough.,"tutorial, setup, tips",Creator 15,en
V000699,P0140,YouTube,Synthetic Product Video 140-4,https://example.com/videos/v000699,2026-11-30,100,106109,75690,1438,1164,281271,lifestyle,general_introduction,True,False,True,speed,Top 5 tips and best tools for this category.,This comparison explains the alternative and when it is worth it.,#demo #review #affiliate,Creator 15,en
V000700,P0140,Other,Synthetic Product Video 140-5,https://example.com/videos/v000700,2026-12-01,136,595465,266904,10032,11816,169695,listicle,question,True,,False,portability,Top 5 tips and best tools for this category.,Today I'm showing how it works. Use code TEST for a small discount.,comparison | tools | discount,Creator 15,en
V000701,P0141,TikTok,Synthetic Product Video 141-1,https://example.com/videos/v000701,2026-12-02,90,414234,90637,18869,36603,178385,listicle,discount_offer,False,,False,price,Top 5 tips and best tools for this category.,Struggling with setup? Here is how to fix it in a simple walkthrough.,#career #automation #template,Creator 16,unknown
V000702,P0141,Other,Synthetic Product Video 141-2,https://example.com/videos/v000702,2026-12-03,132,993892,,,,108506,review,result_first,,False,,price,Honest review with pros and cons plus a link in bio.,Today I'm showing how it works. Use code TEST for a small discount.,#demo #review #affiliate,Creator 16,unknown
V000703,P0141,Facebook,Synthetic Product Video 141-3,https://example.com/videos/v000703,2026-12-04,57,605527,234996,24333,7195,,lifestyle,surprising_fact,,,,portability,Step by step tutorial showing the setup and main benefits.,Struggling with setup? Here is how to fix it in a simple walkthrough.,#career #automation #template,Creator 16,en
V000704,P0141,YouTube,Synthetic Product Video 141-4,https://example.com/videos/v000704,2026-12-05,170,322978,83020,14059,26370,146805,testimonial,question,,True,,automation,Step by step tutorial showing the setup and main benefits.,Struggling with setup? Here is how to fix it in a simple walkthrough.,#demo #review #affiliate,Creator 16,unknown
V000705,P0141,Other,Synthetic Product Video 141-5,https://example.com/videos/v000705,2026-12-06,146,508810,358567,2431,32580,307106,lifestyle,general_introduction,True,,,portability,Top 5 tips and best tools for this category.,Struggling with setup? Here is how to fix it in a simple walkthrough.,"tutorial, setup, tips",Creator 16,en
V000706,P0142,Instagram,Synthetic Product Video 142-1,https://example.com/videos/v000706,2026-12-07,124,990864,459339,31846,3254,222087,lifestyle,general_introduction,True,False,False,automation,Top 5 tips and best tools for this category.,This comparison explains the alternative and when it is worth it.,"tutorial, setup, tips",Creator 17,en
V000707,P0142,Facebook,Synthetic Product Video 142-2,https://example.com/videos/v000707,2026-12-08,10,612826,,,,272895,comparison,general_introduction,False,True,False,durability,Quick demo and real example with a current price reminder.,Struggling with setup? Here is how to fix it in a simple walkthrough.,#career #automation #template,Creator 17,en
